,Topology,Label,Density,VF,GSA,LCD,PLD,GAV,∆∆A_total,∆∆A_total_err,Source,U_0K
149,pcl,3D,0.383902,0.51098,3626.75,21.06847,16.84455,1.33102,,,,191.646
150,phi,3D,0.308651,0.60812,3711.06,29.02331,19.61971,1.97025,,,,217.27
151,qtz,3D,0.49116,0.35896,3928.3,12.89361,8.16532,0.730841,,,,210.886
152,qtza,3D,0.296023,0.65006,3280.76,23.77731,20.80119,2.19598,,,,154.69
153,qzj,3D,0.301432,0.64686,3153.22,29.57755,23.64266,2.14596,,,,151.17
154,rac,3D,0.624916,0.29838,2264.35,16.28641,11.10611,0.477473,,,,152.437
155,rae,3D,0.428288,0.46778,3546.68,17.35351,14.06397,1.09221,,,,195.156
156,sas,3D,0.295622,0.61208,3871.87,37.58798,20.46084,2.07048,,,,215.803
157,sca,3D,0.372461,0.51854,3878.15,22.21739,15.67312,1.3922,,,,204.645
158,sie,3D,0.386251,0.47718,4355.73,16.90874,12.46838,1.23541,,,,225.947
159,sod,3D,0.370813,0.52678,3766.35,25.49411,11.63939,1.42061,,,,190.433
160,sow,3D,0.935963,0.07546,875.573,9.15292,6.90557,0.0806228,14.786,8.209,,126.566
161,sra,3D,0.371256,0.52388,3847.12,19.86033,16.57732,1.4111,,,,198.872
162,srb,3D,0.454008,0.4735,2879.66,21.80969,19.29284,1.04293,,,,156.605
163,thj,3D,0.612538,0.29798,2601.95,14.55315,10.62347,0.486468,,,,159.953
164,tpd,3D,0.379443,0.49744,4116.11,19.20392,13.84181,1.31097,,,,209.871
165,tsja,3D,0.302909,0.65698,2991.73,30.78963,24.15918,2.1689,,,,152.074
166,tzs,3D,0.362977,0.51984,4135.82,22.82394,17.02623,1.43216,,,,214.577
167,ucn,3D,0.380294,0.53808,3387.27,21.32783,15.41423,1.4149,,,,169.158
168,umb,3D,0.373389,0.57972,2629.75,33.95462,29.04608,1.55259,,,,161.869
169,umc,3D,0.487802,0.45182,2672.32,17.41123,14.04794,0.926237,,,,153.314
170,umd,3D,0.523903,0.394,2722.85,19.58484,13.42739,0.752047,,,,164.307
171,umf,3D,0.478394,0.45422,2703.77,18.05072,14.26325,0.949468,,,,156.506
172,umi,3D,0.38114,0.51612,3726.66,21.28803,16.25874,1.35415,,,,195.323
173,umk,3D,0.308707,0.60688,3764.68,37.10762,35.0476,1.96588,,,,215.97
174,umm,3D,0.459672,0.51188,1988.48,32.6588,25.40763,1.11358,,,,144.308
175,umo,3D,0.362917,0.56906,3002.35,32.07089,29.07736,1.56802,,,,172.337
176,umq,3D,0.374647,0.52206,3776.69,21.42424,18.54782,1.39347,,,,196.267
177,umw,3D,0.420983,0.4818,3297.05,23.47307,19.08876,1.14446,,,,182.625
178,umx,3D,0.438528,0.47114,3124.22,23.49604,20.45637,1.07437,,,,171.266
179,umy,3D,0.414326,0.47284,3693.35,17.21616,13.22569,1.14123,,,,196.289
180,umz,3D,0.43167,0.4696,3326.59,22.4541,17.84261,1.08787,,,,189.695
181,una,3D,0.421333,0.45578,3793.15,27.28587,21.46006,1.08176,,,,201.462
182,unc,3D,0.508153,0.36188,3416.38,15.65079,13.57853,0.712148,,,,173.904
183,und,3D,0.442369,0.42642,3963.24,16.67292,13.9018,0.963946,,,,201.186
184,une,3D,0.575599,0.30088,2984.41,15.3792,9.227,0.522725,,,,180.632
185,unf,3D,0.564779,0.31536,3071.51,13.50969,8.97133,0.558378,,,,180.046
186,unh,3D,0.385186,0.52362,3268.93,27.11981,25.46304,1.3594,,,,201.552
187,uni,3D,0.423389,0.43672,4235.01,15.80143,11.53169,1.03149,,,,218.805
188,unj,3D,0.390996,0.47868,4155.64,17.71016,15.22272,1.22426,,,,207.075
189,unm,3D,0.625848,0.2665,2576.04,12.91196,8.61004,0.425822,,,,174.825
190,unn,3D,0.648634,0.28816,2133.14,14.17415,12.15556,0.444257,,,,143.192
191,unp,3D,0.322491,0.62134,3137.95,28.09118,19.79605,1.92669,,,,165.663
192,unv,3D,0.506478,0.4,2988.72,18.22047,12.01808,0.789767,,,,159.151
193,unw,3D,0.588251,0.34552,2416.25,18.94855,11.16809,0.587369,,,,148.526
194,uob,3D,0.524122,0.39856,2523.94,21.86225,19.30308,0.760434,,,,160.101
195,uoc,3D,0.482752,0.41648,3231.79,15.24076,11.75049,0.86272,,,,172.677
