,Topology,Label,Density,VF,GSA,LCD,PLD,GAV,∆∆A_total,∆∆A_total_err,Source,U_0K
185,unf,3D,0.731577,0.23924,2000.51,14.39352,9.15966,0.32702,,,,201.115
186,unh,3D,0.469086,0.50178,2200.84,28.32782,23.66034,1.0697,,,,242.608
187,uni,3D,0.573495,0.33822,3092.36,15.62985,10.95745,0.589752,,,,231.962
188,unj,3D,0.488978,0.42234,3254.54,18.03722,12.85975,0.863719,,,,245.872
189,unm,3D,0.812984,0.19954,1640.56,12.79243,8.06423,0.245442,,,,195.706
190,unn,3D,0.810222,0.2132,1549.14,13.59838,9.06037,0.263138,,,,171.861
191,unp,3D,0.400716,0.56866,2777.2,25.56372,17.02051,1.41911,,,,202.137
192,unv,3D,0.678792,0.30456,2109.29,15.32872,10.4086,0.448679,,,,180.639
193,unw,3D,0.816267,0.22478,1534.86,17.62719,9.1273,0.275375,,,,193.209
194,uob,3D,0.683833,0.31904,1781.36,19.2125,15.10359,0.466547,,,,181.68
195,uoc,3D,0.564853,0.38666,2647.92,15.54318,11.37822,0.684533,,,,221.988
196,uog,3D,0.583723,0.37524,2486.37,17.05529,13.99741,0.64284,,,,203.106
197,uoj,3D,0.629884,0.33318,2418.68,14.91457,9.59155,0.528955,,,,198.906
198,uol,3D,0.60863,0.35392,2460.23,15.49924,10.39915,0.581502,,,,202.993
199,uoo,3D,0.862093,0.15292,1554.02,11.3965,5.92279,0.177382,,,,271.373
200,uoq,3D,0.580289,0.38534,2306.35,26.2575,19.91424,0.664048,,,,194.769
201,uot,3D,0.564509,0.40482,2397.94,23.29537,11.13167,0.717119,,,,215.271
202,uou,3D,0.52697,0.3917,3164.35,14.98566,10.33056,0.743306,,,,251.382
203,uov,3D,0.671919,0.32502,1970.82,15.75955,12.94614,0.483719,,,,185.916
204,uow,3D,0.583091,0.38664,2395.83,18.05094,14.5472,0.663086,,,,208.038
205,uox,3D,0.595905,0.35102,2673.97,15.96599,9.20822,0.589053,,,,210.223
